Age,Income,Education_Years,Experience_Years,Spending_Score,Savings,Credit_Score,Debt,Hours_Online,Purchases_Month,Website_Visits,Time_On_App,Social_Media_Usage,Product_Returns,Customer_Tenure,Satisfaction_Score,Complaints,Support_Call_Count,Ad_Clicks,Email_Open_Rate,Discount_Usage,Mobile_App_Usage,Transactions_Value,Fraud_Risk_Score,Loyalty_Points,Dropout_Probability,Market_Segment,Region_Code,Channel _ Preference,Risk_Class
32,43596.78395,17,21,20,21403.95974,646,17619.17801,8,6,19,118.01,3.71,2,58,5,2,1,12,0.4435,0.4953,6,3116,0.0666,7477,0.5942,5,1,1,0
32,34818.43437,18,16,94,25014.66926,730,9581.876504,3,3,27,209.91,4.24,0,90,3,0,4,12,0.4117,0.5371,5,1778,0.9051,1660,0.3533,1,1,3,0
43,25177.14992,16,35,38,21491.90363,650,8997.644583,4,5,24,14.41,2.3,1,61,3,0,1,8,0.0481,0.8317,4,3482,0.6691,8084,0.0419,5,5,3,1
59,62347.55876,12,13,3,10478.40778,690,23377.98364,8,5,15,100.37,2.97,0,6,4,1,0,12,0.8305,0.8334,10,1716,0.6711,7548,0.4135,5,3,1,0
30,51099.76951,11,9,28,28698.85461,619,15309.75902,9,4,15,208.52,4.22,0,20,4,0,6,17,0.8542,0.1617,8,3163,0.0276,4979,0.8673,3,4,1,1
68,30650.5865,9,34,56,26545.01829,686,15756.7891,4,3,21,237.62,4.07,1,111,5,0,1,9,0.7875,0.5498,6,976,0.9377,5046,0.9698,3,4,2,0
49,30573.81842,8,24,90,3145.196869,623,11705.57347,4,2,19,57.07,3.29,0,61,7,2,4,11,0.8476,0.126,0,1644,0.7718,8476,0.0849,5,5,3,0
56,44963.22951,18,2,94,14766.39772,555,12424.95636,12,3,13,219.45,4.08,0,46,4,0,3,9,0.7509,0.8685,4,3847,0.7643,718,0.7771,2,6,3,0
66,75035.32288,14,37,13,28338.8837,650,17302.55574,1,3,19,286.62,2.88,0,13,7,2,5,9,0.9375,0.837,7,4538,0.9119,8693,0.2584,1,6,3,0
69,46106.12973,13,16,77,5384.571628,626,8668.659059,5,6,22,272.04,0.02,0,105,9,0,3,13,0.5764,0.8493,1,4094,0.5782,257,0.3794,2,6,3,0
49,27452.8557,9,11,66,27548.53506,569,16542.83079,1,6,16,236.81,0.21,0,23,3,0,6,9,0.5826,0.7049,4,3909,0.3947,4905,0.5477,2,2,3,0
21,46313.85404,15,23,37,18870.21971,660,24066.48117,10,2,18,213.7,4.9,0,79,5,0,4,8,0.8599,0.4669,2,4778,0.4807,2597,0.9947,5,2,3,0
47,45909.14645,18,28,49,30722.26056,605,2198.18495,1,2,17,70.54,0.72,0,110,4,0,3,8,0.3494,0.4047,3,4159,0.7772,8012,0.2088,1,2,2,0
54,9546.700356,11,24,66,19990.82569,805,5752.128732,8,3,15,190.17,2.02,0,31,9,0,1,12,0.0501,0.3952,0,1163,0.7687,9431,0.1305,2,1,3,0
40,49185.577,15,35,36,14223.45606,577,19053.65977,1,10,18,192.98,4.67,2,4,5,0,1,13,0.7499,0.0662,1,4144,0.6096,6798,0.595,3,7,2,1
56,46535.98205,14,25,54,22464.68529,589,23183.80724,8,1,18,122.05,0.98,1,75,10,1,4,13,0.2546,0.9489,5,4125,0.2181,3013,0.853,3,3,3,1
62,60443.09547,12,37,26,19756.91608,693,12060.64362,10,4,20,147.9,4.22,0,118,2,0,2,9,0.4742,0.4503,9,752,0.8189,5224,0.6482,1,2,3,1
32,77734.34142,17,0,75,13513.19093,643,3010.55631,5,3,20,208.21,4.09,4,66,10,0,2,12,0.2404,0.9301,5,2192,0.6472,4617,0.3476,2,4,1,0
60,66898.47544,17,19,72,37746.74786,692,23591.54504,6,8,17,285.63,4.93,2,16,1,0,3,12,0.8271,0.8793,5,4895,0.2213,5064,0.977,4,1,3,0
46,45966.66964,19,27,40,12231.21455,669,10133.60909,5,1,19,88.59,1.41,1,115,7,0,2,7,0.9583,0.8286,8,2845,0.4806,887,0.995,4,2,1,0
53,33402.11137,15,15,43,2056.357,621,12832.52194,4,8,22,73.91,1.58,1,31,1,1,1,7,0.055,0.5883,3,1631,0.9972,7281,0.7706,1,2,1,1
30,88600.39705,16,16,22,32653.59174,581,16914.26923,10,8,16,180.54,4.51,0,48,8,0,2,7,0.2334,0.1016,1,4036,0.3284,744,0.8024,1,6,1,0
49,50888.27651,12,39,20,15331.49222,704,11001.39977,3,5,38,39.24,1.17,1,103,9,0,3,4,0.1896,0.3239,2,2669,0.1166,7236,0.7608,4,6,2,1
24,50208.93938,17,27,8,17625.81391,586,9743.221637,9,9,21,174.76,2.74,1,43,7,1,3,9,0.6732,0.6036,8,2536,0.0217,3436,0.2577,2,3,1,1
68,49638.12369,12,11,29,17136.75148,678,9853.198845,2,5,17,26.66,3.54,1,108,9,0,2,13,0.4287,0.0135,7,4048,0.1846,5163,0.1503,2,3,1,0
39,52971.27141,9,26,40,15442.78853,696,26147.57137,3,10,22,147.18,1.36,2,4,10,0,1,8,0.4563,0.0426,1,3485,0.187,1704,0.5544,5,1,1,1
45,47834.59382,12,29,90,13870.46023,644,21957.68153,4,9,27,186.12,4.69,1,62,6,0,2,7,0.1571,0.6777,7,2858,0.8581,8402,0.9541,1,4,3,0
19,41395.0699,10,33,30,12025.46158,635,18447.10404,7,4,18,21.03,3.33,1,48,7,1,3,15,0.4147,0.8882,9,3397,0.1562,4064,0.8783,2,5,2,1
59,41797.11588,14,36,81,20518.07809,601,1881.400646,5,5,18,62.09,0.24,2,28,3,1,3,12,0.3032,0.8552,0,2790,0.8627,5226,0.1069,4,6,2,0
62,49508.70095,17,5,84,16784.09954,673,18469.15137,9,7,18,100.61,0.68,1,16,9,1,3,10,0.6112,0.1681,6,4097,0.0867,1956,0.057,4,4,2,0
23,41848.62843,12,6,55,25842.89752,498,18145.20125,3,8,15,110.58,0.95,1,103,3,1,4,7,0.2172,0.9112,4,1299,0.9066,1702,0.8738,3,7,2,0
45,39307.31326,15,31,16,23861.55241,686,7331.201159,0,4,22,202.83,1.22,1,89,6,0,2,13,0.6148,0.6963,5,2769,0.2564,4214,0.613,2,6,3,0
45,51596.45342,8,31,46,12579.90245,656,16552.2608,9,2,12,158.71,3.65,1,77,4,0,3,10,0.3777,0.7163,5,2504,0.6115,8677,0.3043,5,3,1,0
61,46175.34174,10,24,62,20868.17021,639,21308.95498,10,8,14,114.63,0.44,0,69,9,1,0,10,0.3463,0.304,8,3367,0.1597,2501,0.5618,5,3,3,1
61,72559.89483,10,32,7,16657.29341,662,18416.19551,1,7,16,135.2,1.75,1,30,1,0,2,11,0.3056,0.716,6,1648,0.3901,5127,0.2217,1,5,2,0
37,10235.45287,16,6,80,12066.71646,581,10918.98359,7,5,20,3.89,4.56,0,65,9,0,2,13,0.6738,0.7098,6,4800,0.0858,4607,0.947,3,4,3,0
47,66372.60278,12,11,45,25515.45256,529,15079.58786,5,9,20,231.16,2.78,2,69,4,1,3,6,0.5624,0.5947,3,2110,0.5795,9258,0.8272,4,4,3,1
28,68691.27789,19,15,59,19029.39777,673,19382.14159,10,8,25,12.3,1.33,0,118,10,0,1,10,0.8517,0.3573,1,4271,0.3459,6537,0.9622,4,5,2,1
45,18899.14651,16,15,56,16739.59984,716,15356.71221,10,6,23,248.8,4.79,0,14,5,2,1,8,0.2416,0.811,7,3726,0.8522,4056,0.1871,1,3,1,0
42,44859.68609,16,35,48,13155.46211,563,22525.70933,10,6,24,162.3,1.22,1,75,1,1,1,13,0.0401,0.9375,0,3258,0.1818,197,0.8437,5,1,3,1
56,44428.38701,8,12,27,11776.50591,597,17374.08934,9,5,20,158.35,4.53,1,34,1,0,4,14,0.182,0.8699,3,3296,0.28,7631,0.5603,5,4,2,0
50,28887.32458,9,6,53,35910.14419,688,19517.53599,3,4,17,211.37,3.63,1,56,6,2,2,11,0.3434,0.243,2,772,0.1773,4963,0.325,4,2,3,0
18,38332.74969,12,35,87,22672.9492,668,19928.40388,10,9,22,257.87,3.7,0,29,10,0,2,8,0.1797,0.4457,4,2395,0.5638,7968,0.4797,1,4,3,0
44,33341.36232,11,8,88,11270.9677,798,8599.90378,6,2,19,282.79,3.82,1,82,1,0,3,6,0.0835,0.3424,3,6901,0.1117,1315,0.9444,2,7,3,1
69,76284.05665,17,31,73,22302.92719,704,15299.91621,1,8,16,163.01,2.53,2,79,2,2,0,9,0.4453,0.7075,7,3256,0.1894,6296,0.6915,3,4,1,0
30,64035.1759,16,10,35,28496.12941,692,13005.87316,5,5,23,45.2,4.07,0,110,3,1,3,10,0.6769,0.8315,3,3493,0.6785,8102,0.3599,5,7,3,0
58,69073.32642,14,7,51,21340.1409,612,21263.07597,11,4,23,263.59,4.18,0,25,7,1,2,11,0.7516,0.2158,6,698,0.0744,4862,0.9999,5,4,3,0
20,60825.08096,13,32,84,30992.17074,676,17779.39828,11,5,18,12.2,1.8,1,94,2,0,1,7,0.3987,0.9473,5,2708,0.7432,9373,0.3457,5,3,1,0
56,33064.22343,14,22,37,7657.494863,725,13870.72523,1,3,20,242.2,2,1,109,5,0,3,10,0.478,0.6773,8,2572,0.1043,3341,0.8137,2,2,3,0
23,42132.19601,8,24,81,4069.423621,642,7308.891579,9,8,14,204.13,4.44,0,66,9,1,2,6,0.7555,0.2184,4,2111,0.5855,7747,0.7844,2,7,3,0
25,57340.61842,8,7,95,22084.13937,644,5418.550007,10,7,17,271.42,2.62,0,115,10,0,2,8,0.3527,0.3711,9,3689,0.9978,8448,0.7229,3,4,1,0
44,31668.08287,15,21,57,22211.96915,657,16862.05572,3,4,19,269.24,4.33,1,40,8,1,1,19,0.7848,0.1046,0,2488,0.1739,2562,0.6694,5,1,2,1
26,60694.97645,9,3,8,-6716.001426,617,10696.72394,6,2,20,15.95,3.13,1,91,8,0,1,12,0.9674,0.5971,6,2130,0.2611,1667,0.1087,4,6,3,0
54,46395.11903,19,39,79,15011.39127,663,18996.75881,9,3,14,182.83,2.97,1,118,2,0,1,15,0.8805,0.1692,0,1236,0.8984,6314,0.995,5,7,2,0
50,44377.68789,17,2,95,11930.70148,662,5141.15841,5,2,24,37.4,0.15,1,113,1,1,2,11,0.4536,0.6931,7,1673,0.6263,6413,0.161,3,6,2,0
68,60664.39952,18,28,94,8864.430074,724,24557.70719,1,7,16,23.54,1.39,1,15,9,0,1,11,0.5795,0.7372,2,1820,0.4925,2648,0.5961,3,2,2,1
59,56663.94967,16,28,20,11911.66588,641,18983.18454,8,5,25,134.48,2.51,0,32,10,0,4,9,0.7164,0.4793,4,2589,0.5627,5734,0.2491,4,5,1,1
61,44585.50751,14,33,53,24766.30241,684,15595.11054,11,6,20,29.28,2.94,1,20,4,1,3,10,0.3493,0.0938,4,2406,0.2955,8828,0.1688,2,1,1,0
41,67389.94705,13,33,12,11860.75983,642,25098.35362,8,2,14,218.37,3.15,1,53,9,0,0,13,0.7992,0.6109,8,2248,0.8553,8199,0.5595,4,5,3,0
32,33784.05009,8,27,49,12135.02292,682,20690.50761,9,6,21,290.68,3.58,0,78,7,1,3,11,0.4369,0.3722,1,979,0.7453,1579,0.8363,3,4,2,1
49,59239.0341,8,12,17,7049.557529,637,12149.98057,4,3,13,170.87,3.28,1,91,6,0,1,14,0.8468,0.9496,7,1793,0.6425,7615,0.3769,4,7,1,0
49,58896.51887,9,14,64,30151.27714,679,15465.45786,2,3,14,70.55,4.24,1,67,10,1,2,6,0.2547,0.5132,10,3153,0.9317,134,0.0772,5,3,1,0
41,45356.80341,13,22,42,23477.05892,686,3214.354201,8,3,24,252.96,1.48,0,49,9,2,1,11,0.0114,0.0723,0,4751,0.5781,4120,0.6238,3,4,2,0
58,54891.99533,13,25,94,61.15037678,597,21385.14186,4,6,19,255.93,3.21,1,67,10,0,4,13,0.6327,0.636,10,4921,0.5119,2512,0.7664,2,4,1,0
69,31233.29635,9,3,29,12142.07937,705,13224.28993,10,5,22,219.84,0.26,2,77,4,2,0,5,0.4519,0.7794,0,5400,0.9757,6105,0.2961,2,5,2,1
66,63860.40529,8,25,19,24228.14308,642,3136.650929,1,8,12,184.54,2.4,1,89,1,0,2,19,0.0598,0.1605,8,3316,0.206,6847,0.6906,4,4,1,0
66,47226.46795,17,39,11,30251.14039,627,7908.968584,5,4,27,260.34,1.34,1,82,5,1,1,9,0.4876,0.4491,10,2933,0.142,8048,0.0758,4,1,2,1
69,42159.15469,12,8,98,26726.71007,614,20225.47229,5,5,18,48.99,1.9,1,1,6,0,1,15,0.1686,0.7432,10,3761,0.1623,6545,0.3614,4,3,1,0
29,65735.13839,12,4,50,17154.53672,665,24682.81629,11,5,27,279.48,1.77,1,39,6,1,1,7,0.6297,0.0205,5,2570,0.9894,6032,0.4741,5,5,1,1
56,39434.84464,9,31,71,4548.985114,650,15122.55311,2,7,23,284.16,0.3,2,61,1,1,0,6,0.445,0.029,9,3963,0.6523,1232,0.782,2,2,1,0
19,28873.08055,13,19,58,26961.99195,669,9107.691948,0,6,21,261.6,2.33,0,55,7,0,3,11,0.1711,0.6769,1,2807,0.3059,9145,0.3381,3,6,1,0
20,26650.5624,16,10,34,17624.82519,670,6475.501862,3,1,27,75.2,4.97,0,69,8,1,1,8,0.4119,0.7251,4,3332,0.249,9730,0.4537,3,4,2,1
66,59090.14927,9,14,20,20550.89612,680,23487.68771,10,2,15,257.45,1.49,1,2,5,0,2,13,0.2327,0.8459,3,2125,0.0566,907,0.6284,2,6,3,0
54,30793.55971,17,31,50,18580.63649,789,17696.80667,3,7,28,149.29,3.68,2,94,2,0,2,9,0.6531,0.3996,4,4157,0.1319,9872,0.6241,4,7,3,1
66,76321.91273,9,27,88,9155.764003,652,13019.16228,3,9,24,178.48,2.74,1,17,2,0,2,4,0.2951,0.3898,7,1818,0.9082,5653,0.5178,1,5,1,1
34,18771.05888,10,21,10,22914.0017,613,11590.36928,2,10,27,252.18,1.63,0,29,5,0,1,14,0.822,0.5524,1,2237,0.7473,5158,0.3285,4,6,3,0
66,75446.84552,14,16,32,21811.67225,549,19030.97783,9,7,18,8.87,0.45,0,117,7,2,1,5,0.0142,0.7573,10,2597,0.9416,5926,0.6699,2,4,1,0
19,53165.26201,13,25,52,16593.68926,590,18865.91096,1,7,27,108.88,1.08,2,106,7,1,3,4,0.4034,0.641,6,1996,0.4237,4089,0.8372,5,7,3,1
19,48549.30332,19,6,15,23768.8464,712,9620.493519,4,2,21,244.71,3.91,1,4,4,0,2,11,0.6171,0.3273,9,3680,0.6012,8810,0.1538,4,4,1,1
45,41826.2137,15,25,84,9008.003621,686,8145.765055,3,5,22,244.19,1.4,2,73,3,0,4,9,0.0226,0.3465,8,3156,0.4837,7779,0.3405,3,5,3,1
40,55987.04172,15,24,3,17847.97779,583,8448.583826,7,5,18,254.61,0.72,1,64,9,0,3,11,0.2158,0.763,8,1829,0.8814,5903,0.6687,5,1,3,0
54,49435.47946,13,9,37,20209.01978,773,12190.65252,9,7,22,50.76,1.66,1,85,7,0,0,11,0.3274,0.5346,0,2374,0.9914,7090,0.7558,2,2,1,0
49,66549.52823,19,18,40,6120.578943,666,10861.28728,6,5,13,211.77,2.92,0,43,2,0,1,13,0.0218,0.098,5,3168,0.9328,2844,0.7815,1,4,3,0
50,51713.41473,18,10,72,19543.22711,673,24708.55211,11,6,13,43.95,3.52,1,76,1,0,3,10,0.5467,0.153,3,3250,0.5981,4301,0.6533,4,1,1,1
18,52254.52642,17,12,40,25869.16117,762,11977.31627,11,4,18,235.53,1.94,1,12,2,0,2,11,0.6309,0.8512,1,1854,0.0618,8888,0.4783,5,4,3,0
36,44545.81682,10,7,56,17574.15261,737,7502.001312,4,11,28,73.54,2.49,0,50,3,3,1,7,0.2275,0.9988,3,3020,0.6175,4303,0.6458,5,4,2,1
19,49145.81564,10,39,23,19727.08078,689,7839.015355,9,5,23,221.35,2.27,1,68,5,1,5,4,0.5435,0.3357,6,3748,0.097,8596,0.135,3,1,2,1
61,54617.02653,8,3,11,24498.75231,691,13896.17039,9,6,24,136.5,0.05,2,61,3,1,1,10,0.9991,0.3867,2,2636,0.1388,9702,0.2078,4,4,2,1
43,24347.47411,14,30,64,16897.59913,696,4067.255262,11,3,19,295.88,1.98,1,92,10,0,4,15,0.8869,0.1545,4,1769,0.1913,7549,0.9275,1,2,1,0
49,29777.21867,12,27,8,17617.6208,638,14639.27572,5,1,17,173.97,2.94,1,73,9,0,3,14,0.0587,0.2357,4,4599,0.3635,4962,0.9222,5,6,1,0
23,61148.96141,11,10,93,10586.37188,664,6982.742997,6,5,19,189.77,2.85,1,104,10,0,3,6,0.1279,0.4246,1,3754,0.5918,857,0.7239,3,5,1,1
49,52562.98157,17,0,94,19880.50578,679,21951.6622,5,5,16,110.45,3.75,4,51,4,0,2,10,0.4944,0.2844,6,2502,0.3336,2392,0.327,4,7,2,1
21,47240.24995,11,37,56,17321.21213,644,15699.3741,10,5,21,220.36,3.35,0,96,7,1,4,11,0.2452,0.7014,6,3114,0.4523,6771,0.6488,4,7,3,1
28,50276.509,11,23,60,23992.71836,602,27726.14161,3,6,18,148.47,1.38,0,77,4,0,5,16,0.081,0.5378,10,2573,0.0473,7559,0.6878,1,6,1,1
34,55213.72558,13,30,10,24507.67963,637,13630.79652,3,1,16,5.42,1.28,1,98,3,0,0,13,0.2546,0.8223,3,1812,0.6198,4282,0.5151,3,1,2,0
55,41903.6048,15,25,39,26329.67231,601,-3790.463004,4,11,13,182.57,2.32,1,83,10,1,1,10,0.0612,0.7245,4,3820,0.657,19,0.7485,1,6,1,0
41,38325.42912,15,4,28,15933.91719,653,23746.0872,3,1,22,249.14,3.66,2,78,1,0,1,10,0.5299,0.1281,4,4999,0.0994,5457,0.0297,5,3,1,1
22,52937.67883,12,19,49,2587.351315,561,18011.53895,7,5,23,71.04,0.47,0,5,9,1,3,12,0.4903,0.1234,9,4087,0.7851,2420,0.2562,2,7,3,0
69,35324.40834,13,10,36,25933.11797,667,18941.44727,2,6,17,66.32,4.74,1,91,1,3,1,11,0.0063,0.8956,4,3295,0.6475,7923,0.7945,2,4,1,0
51,56123.79134,11,32,13,23448.96771,568,8984.498462,4,5,24,182.67,2.72,1,28,1,0,3,15,0.4825,0.8195,4,2620,0.4897,66,0.9387,1,5,1,0
23,24461.24594,19,37,96,14917.66716,630,14742.91167,11,5,18,245.39,1.53,2,90,1,0,1,11,0.5198,0.4679,3,-194,0.5529,3133,0.8761,1,2,3,0
39,65437.33456,18,26,36,24439.5216,675,16118.76525,5,3,28,74.89,3.47,0,10,5,0,3,12,0.6057,0.1304,0,4884,0.503,785,0.7165,2,2,1,1
28,57088.96224,16,33,26,8411.28158,690,13573.07629,9,5,19,279.68,0.22,0,88,7,0,3,9,0.9701,0.8986,1,2200,0.0538,6765,0.1655,5,3,1,0
65,53840.44601,15,14,86,28241.9217,684,4593.823048,1,2,16,278.22,2.42,0,81,7,3,2,7,0.9827,0.2307,7,4000,0.7351,7735,0.3687,1,6,3,1
33,64740.36476,17,31,4,17331.00359,666,31612.15229,3,7,23,60.16,2.43,0,52,10,1,1,7,0.5269,0.0355,7,4130,0.5118,2132,0.0502,5,2,1,0
50,74982.11667,19,20,95,13368.5791,594,20014.97543,10,6,20,79.14,0.81,1,80,1,0,0,12,0.8452,0.9242,3,4096,0.1728,9621,0.6399,5,6,1,1
26,65215.55098,17,4,82,15026.38755,699,17523.50428,9,5,18,210.18,4.19,1,17,6,1,1,15,0.0852,0.8089,5,1321,0.6807,1418,0.4499,3,5,2,1
23,22386.88653,8,5,64,18148.12011,595,22883.31373,5,4,23,285.52,3.98,1,65,9,0,1,14,0.5312,0.6935,3,4180,0.6951,3690,0.573,5,3,3,0
33,30806.3455,9,37,38,19903.90341,705,18865.15327,11,4,16,212.96,0.76,4,21,6,1,5,13,0.6789,0.034,7,2430,0.2135,1547,0.9794,4,6,2,0
46,40627.72133,16,21,88,20386.24224,681,10936.78272,11,6,19,133.47,1.82,0,54,4,1,2,16,0.5647,0.5284,8,2893,0.7965,358,0.4023,2,1,3,0
20,50391.36575,15,17,87,16563.14045,718,22498.69655,12,11,29,50.7,0.5,1,111,10,1,1,6,0.2307,0.6536,9,2856,0.4565,1562,0.3067,2,6,1,0
37,57764.88531,10,13,22,21601.91659,651,20113.29604,5,6,24,138.3,4.24,2,49,9,0,2,7,0.0627,0.7593,2,2261,0.1806,4386,0.1506,1,6,2,1
53,39113.8428,15,9,2,20066.23419,609,11164.2851,2,4,17,182.03,1.62,0,107,3,0,4,9,0.3867,0.4711,7,2642,0.6576,2177,0.1436,1,3,2,1
36,52801.50147,19,12,31,14819.41604,585,19740.08801,8,0,24,99.29,2.2,0,22,10,2,4,12,0.6476,0.9533,10,3169,0.5967,3810,0.5186,3,1,2,0
43,38669.25601,8,30,11,13614.475,591,13556.57981,8,5,17,153.08,1.62,0,69,4,2,0,15,0.9917,0.2448,7,1872,0.1704,478,0.7492,3,2,2,1
20,40827.23296,17,29,92,24866.92434,568,16250.8692,2,3,21,39.06,1.55,1,64,4,1,0,11,0.2365,0.0697,4,1040,0.8723,647,0.5645,4,7,3,1
36,28900.08355,11,2,46,24194.60829,697,18597.9028,9,2,23,135.66,3.74,2,36,4,0,2,10,0.9178,0.3328,6,4072,0.8545,6675,0.8733,1,5,1,0
37,36151.50131,10,29,96,20457.09084,703,23210.98621,0,4,19,27.23,3.74,0,21,6,0,2,13,0.0683,0.6618,7,3347,0.8362,263,0.3159,2,6,1,0
49,29724.73092,13,5,62,27393.56373,678,11124.02409,6,5,31,14.73,2.59,2,56,7,0,2,12,0.931,0.7372,4,764,0.3992,7102,0.595,4,4,2,1
24,35361.90121,14,28,69,4309.378751,648,17189.77308,4,8,20,257.17,3.29,1,73,9,1,0,10,0.8324,0.7385,1,3488,0.8246,8003,0.6612,1,3,1,0
69,65804.62695,11,7,64,15484.84287,753,27094.35736,9,2,20,61.52,2.56,0,91,3,1,2,8,0.0209,0.1107,6,2782,0.8448,3742,0.2807,4,2,1,0
58,35759.01667,14,32,10,10749.4631,645,13943.71502,4,4,27,172.55,0.14,1,48,8,0,2,15,0.2982,0.8851,8,1437,0.9965,6646,0.3963,5,6,3,1
50,89485.73097,16,16,40,38050.17812,661,16179.34067,10,9,22,44.69,0.33,1,76,8,1,2,7,0.051,0.2808,10,2345,0.9576,9753,0.5909,5,5,1,1
57,57399.76851,18,10,24,25705.75856,648,27085.38285,7,2,19,78.76,1.92,3,18,1,0,1,14,0.9955,0.2099,2,3443,0.3828,5200,0.0209,4,4,1,0
56,52772.54186,9,12,99,19367.50413,633,18824.86483,10,5,11,108.4,3.75,0,118,5,1,1,10,0.4278,0.6145,7,1809,0.1982,9628,0.8866,1,3,1,1
35,37124.6333,18,10,44,26279.92463,682,6156.118325,12,6,19,43.1,4.57,1,99,10,0,3,15,0.6622,0.2118,0,1779,0.2925,2005,0.1111,5,5,1,1
57,60504.64819,10,30,60,28930.20531,618,10227.13409,8,6,17,13.79,0.15,1,15,5,0,1,13,0.2342,0.508,10,2320,0.4948,3140,0.0476,5,2,2,0
18,41365.43261,12,27,62,28845.05353,615,19137.47529,12,6,22,263.15,1.84,0,114,8,0,3,13,0.9337,0.407,0,1866,0.8055,9099,0.215,4,7,3,1
28,51830.14722,10,5,87,27373.62788,684,17538.02945,0,5,24,3.55,1.12,3,44,8,0,2,7,0.2742,0.232,4,1677,0.723,129,0.5023,5,6,3,0
45,88401.26807,18,15,17,17899.67741,625,15975.4792,4,5,12,18.4,4.08,0,94,2,0,3,10,0.2602,0.2921,1,1657,0.7877,9129,0.3287,2,6,3,0
42,48559.1015,15,3,65,15989.07664,657,27967.3451,1,5,20,241.52,4.23,0,45,3,0,1,7,0.3146,0.4274,6,3520,0.3799,3718,0.4401,5,6,1,1
67,67239.09989,19,34,95,12302.48656,633,11295.07706,3,5,14,84.6,1.03,0,97,2,2,1,12,0.4625,0.3462,3,1912,0.2469,814,0.0843,4,3,2,1
40,39452.35362,17,25,95,24019.57813,649,14553.51706,10,2,23,216.85,3.55,0,36,1,0,2,11,0.0185,0.3816,7,4299,0.0241,5849,0.2331,5,6,3,0
48,49475.17264,15,11,57,18728.51412,616,3221.338743,0,2,19,43.87,3.66,1,40,2,0,1,7,0.5978,0.7354,5,5588,0.6262,5606,0.0977,5,3,2,1
47,76562.00953,15,10,55,16652.23176,618,21963.95933,6,7,19,71.18,0.89,0,51,10,1,1,15,0.0317,0.1684,4,2805,0.795,14,0.2297,3,6,3,1
59,40595.49413,19,36,53,16234.70911,609,10206.88619,7,4,17,171.83,2.17,0,117,6,0,3,8,0.5392,0.6276,3,5420,0.8891,5305,0.7033,4,1,2,0
52,77186.72837,19,24,56,31601.54105,692,21342.82061,7,5,20,296.59,3.1,0,30,1,0,2,14,0.4579,0.6782,1,3651,0.4762,3488,0.5753,4,7,1,1
24,60616.27903,16,17,98,27621.4433,659,20712.18079,6,2,20,22.03,0.13,0,26,6,1,2,14,0.2425,0.8021,2,3195,0.9276,8898,0.334,3,6,1,1
33,41562.99836,11,18,9,34643.15085,696,29094.59555,9,4,18,120.17,2.02,1,85,1,0,1,12,0.3298,0.8473,6,2925,0.2024,702,0.2612,3,1,3,1
43,59486.11609,12,22,22,24232.1304,701,18895.65346,2,6,20,12.92,0.77,0,101,2,1,5,11,0.7057,0.1587,5,654,0.5144,4841,0.9975,2,3,3,0
65,64588.31674,12,37,13,20455.63552,627,12863.48025,4,3,26,59.77,2.71,0,107,8,1,1,10,0.0096,0.1383,1,2460,0.2138,6575,0.7679,5,5,3,1
69,59327.14943,15,17,89,19796.78039,694,17721.73776,7,6,20,272.24,4.21,1,31,6,1,1,15,0.3166,0.6148,5,1650,0.1881,4131,0.822,1,2,1,0
66,26446.6292,14,25,48,11837.58762,649,10444.48291,8,3,26,28.94,2.62,0,56,9,0,7,6,0.6803,0.7569,1,4050,0.9534,4842,0.0264,1,4,1,1
19,39092.94236,16,5,18,9908.648066,642,16914.96107,5,9,22,257.06,0.18,2,61,1,0,0,5,0.1523,0.2723,5,5056,0.8177,6160,0.0596,3,1,3,1
18,46287.22047,15,3,76,24058.72818,713,13794.58497,11,0,19,53.34,0.15,1,17,5,0,5,15,0.5604,0.5258,10,3257,0.0118,6657,0.7126,4,2,3,0
65,48883.49856,9,28,40,12522.57032,678,14577.9693,5,2,15,258.54,3.03,2,81,7,0,0,12,0.1689,0.7722,3,3302,0.2685,6492,0.1918,4,6,1,1
29,59310.08146,17,33,17,21691.66203,632,9609.801072,5,3,16,161.41,1.64,1,98,9,0,1,11,0.1548,0.7675,7,4155,0.2051,5499,0.4257,2,3,3,1
22,52665.51501,19,16,15,28923.73346,674,16802.67636,0,9,20,263.46,2.86,0,24,9,0,3,10,0.7723,0.6538,7,3142,0.1471,2555,0.1842,1,2,3,1
54,29969.83462,11,15,15,14676.36854,587,19945.38015,7,4,21,45.51,0.82,3,97,4,0,1,11,0.2665,0.0788,4,4444,0.6974,3939,0.1771,4,2,3,0
49,55702.96777,13,1,79,36083.85308,662,5087.419232,9,7,17,228.61,3.88,1,4,4,1,2,12,0.3758,0.0506,6,5838,0.5668,4951,0.1091,2,7,1,0
26,59158.78618,19,33,63,12074.43903,575,10868.44408,1,6,25,204.21,4.3,0,9,4,1,3,12,0.73,0.3884,5,4733,0.4539,3338,0.5943,2,7,1,0
58,58396.85672,9,7,39,27921.55805,601,16008.28302,4,9,16,162.88,4.45,1,2,3,0,1,10,0.1795,0.0267,3,2253,0.1895,8708,0.7393,3,6,2,1
52,66211.71088,14,12,13,23398.04945,679,916.1001527,9,4,18,243.18,1.52,0,35,8,0,2,14,0.5317,0.9041,8,4007,0.2776,797,0.0568,1,2,2,0
36,62508.83232,10,7,81,29552.762,516,25441.5866,4,7,17,194.48,3.3,0,38,5,1,1,6,0.9178,0.0201,7,2199,0.3561,8676,0.2756,2,3,2,1
